container_id,day1_mae_csrle,day1_rmse_csrle,day1_mape_csrle,train_steps_csrle,validation_steps_csrle,day1_mae_frozen,day1_rmse_frozen,day1_mape_frozen,train_steps_frozen,validation_steps_frozen,delta_day1_mae,delta_day1_rmse
c_11203,1.4418261403454202,2.3251542110448047,7.97073609058475,612,154,1.4382352439657524,2.327395812928256,7.941284871601323,612,154,0.0035908963796678073,-0.0022416018834512386
c_11307,2.6061371515541296,4.433157249002599,21.47147851820384,614,154,2.599772794136848,4.427834255988572,21.43252282172822,614,154,0.006364357417281585,0.005322993014027055
c_11327,0.6802990633780555,0.8382918802029714,10.881232235814515,612,153,0.6761880078960535,0.8348698183787383,10.8008119965218,612,153,0.0041110554820019685,0.0034220618242331025
c_11461,1.4511705194083369,2.0260543783083826,11.751237979190176,609,153,1.4544164221832905,2.0343420952109654,11.734932370577924,609,153,-0.003245902774953624,-0.008287716902582787
c_11735,2.089460571461347,4.387318434959298,15.832634888294667,613,154,2.081541006767186,4.383919986397988,15.752291983137551,613,154,0.007919564694160997,0.003398448561310552
c_11752,0.4882416797888938,0.6061138361099431,35.40096284327614,612,153,0.4919711095589451,0.6081134757258618,35.69204009360279,612,153,-0.0037294297700512513,-0.001999639615918758
c_1181,5.4936502669792935,8.964006470623362,21.687386838950474,609,153,5.491862429044893,8.96833995329392,21.611556620056923,609,153,0.0017878379344002937,-0.004333482670558553
c_1186,0.9931221724557794,1.1800530548944754,12.741774413424011,613,154,0.9899183458354428,1.17486422950655,12.660585753029494,613,154,0.0032038266203365806,0.005188825387925533
c_11996,1.3297451124962043,1.6448463021011261,13.93891617603218,613,154,1.3379557047956772,1.6551429506370745,13.95790959918067,613,154,-0.008210592299472852,-0.01029664853594836
c_12060,0.138766177799055,0.23794407088957573,527.4104712820435,614,154,0.1393219184435442,0.2378292161176445,533.964054228503,614,154,-0.0005557406444891833,0.00011485477193123872
c_12158,1.9315128247211908,2.315273854450743,6.880993292467427,611,153,1.9106663974913136,2.30898771468804,6.787862265102428,611,153,0.020846427229877174,0.00628613976270298
c_12164,0.7571765403524712,0.9852374845523967,10.741541349434609,614,154,0.7588075810014022,0.9877322833694504,10.76692901907045,614,154,-0.001631040648931048,-0.0024947988170537228
c_12174,0.5765121544012984,0.7557367681580486,9.099323138795123,614,154,0.5749557041623001,0.7553018590539455,9.081618127389412,614,154,0.0015564502389983081,0.00043490910410304284
c_12189,0.4044439115092426,0.5199569688903329,13.48712292508974,614,154,0.4024761780560019,0.5173666973243207,13.432714898815576,614,154,0.0019677334532406943,0.0025902715660122144
c_12193,0.3181282784929766,0.42092058010125233,12.737882716267451,610,153,0.316933921865914,0.4207564636224599,12.673227391040568,610,153,0.001194356627062576,0.00016411647879244207
c_12231,7.794188816874498,8.535936975932419,107.6265362294297,614,154,7.85918750959097,8.6255976350485,109.14685799570096,614,154,-0.06499869271647185,-0.08966065911608112
c_12237,17.500639426204035,22.613202000166737,53.46518466260376,608,152,17.675737610789266,22.827999641939517,53.914758789478704,608,152,-0.17509818458523085,-0.2147976417727797
c_12441,1.8237250329987518,3.36137358353255,12.314547679422267,611,153,1.8266581067639935,3.360683822518409,12.392895074274769,611,153,-0.002933073765241767,0.0006897610141409771
c_12517,1.1420774555648912,1.3804738593105776,6.070487716848059,613,154,1.1290802073804955,1.3714012899737709,6.0046544443293515,613,154,0.012997248184395627,0.00907256933680678
c_12624,0.2748879396037942,0.39235991322994923,13.682526625788425,613,154,0.2778658534523479,0.3942650505298057,13.85514034977224,613,154,-0.0029779138485536705,-0.0019051372998564742
c_12767,0.5191581724844138,0.6393334903720346,11.11921216155473,614,154,0.5226328974446229,0.6445162966860847,11.194594833926509,614,154,-0.0034747249602091745,-0.0051828063140501035
c_12858,0.3096589603229917,0.4185173296020467,13.711428935564921,614,154,0.3102623125022321,0.4178256137016864,13.753997749104045,614,154,-0.0006033521792403462,0.000691715900360268
c_1286,0.3944468812550958,0.5573585988195036,18.950196359745455,612,154,0.3933469189181538,0.5570774020285941,18.86380194416001,612,154,0.0010999623369419842,0.0002811967909094326
c_12971,0.9645638114671043,1.3414544521581178,22.700442818118905,614,154,0.965601286616744,1.343063431910597,22.727513091244944,614,154,-0.0010374751496396994,-0.0016089797524792004
c_12974,0.5620721617101251,0.7100839372828214,20.77063046898551,612,153,0.5617758974284702,0.7094902000407403,20.721965521254067,612,153,0.00029626428165485663,0.000593737242081116
c_12993,5.1013424723122895,5.913967348301926,150.18141323531958,613,154,5.087813574401984,5.906397488126685,149.67601312526224,613,154,0.013528897910305204,0.007569860175241416
c_12999,1.436085094827886,1.9649204048975224,5.666570241016078,612,153,1.4379966922043337,1.974744277423105,5.665187203643635,612,153,-0.001911597376447638,-0.009823872525582589
c_13020,0.9761581932160576,1.1881799654016207,5.382023480249567,613,154,0.9742188058469138,1.1856310022704477,5.3714327051342705,613,154,0.0019393873691437857,0.002548963131173032
c_13044,0.5350883308937027,0.6795828688366494,37.36135985596153,612,153,0.5339166952754063,0.6789273891780856,37.22565481811777,612,153,0.0011716356182963628,0.000655479658563829
c_13083,0.7868394513653022,1.0507981842531218,10.34706531091972,614,154,0.7873580024877608,1.0541661998694418,10.347841672258502,614,154,-0.000518551122458577,-0.0033680156163200525
c_13166,1.2850616112559448,1.6122410138904977,10.137586764141512,614,154,1.2816950852422158,1.6070277600446568,10.107143495434707,614,154,0.0033665260137289987,0.005213253845840926
c_13170,2.1890724688033147,2.7784173038619597,11.267645544359585,614,154,2.1748403333377255,2.7620471102946387,11.201425506308995,614,154,0.014232135465589213,0.016370193567321056
c_13229,1.3573501238033225,2.5874597176616336,10.209497336852237,614,154,1.3682773426796315,2.5988738463196355,10.305493139743325,614,154,-0.010927218876308986,-0.011414128658001843
c_13269,0.42106958741241796,0.5402619560458246,16.155230062371373,614,154,0.4228511237817396,0.5415910511069288,16.243639157552863,614,154,-0.0017815363693216568,-0.0013290950611042351
c_13308,0.003477750471040999,0.0037013630978388586,34.777504710409985,614,154,0.0034893799599411,0.0036901197358387,34.89379959941172,614,154,-1.1629488900100939e-05,1.1243362000158772e-05
c_13389,7.315117853314843,8.259033590310068,71.72980501735799,613,154,7.303697650318969,8.25280660481358,71.52689312639038,613,154,0.011420202995873652,0.0062269854964878135
c_13403,0.36303402613973307,0.4694051442202973,16.844572434767123,613,154,0.3621327608287283,0.4677154010833438,16.805453404329064,613,154,0.0009012653110047619,0.00168974313695347
c_13441,0.8550792988283189,1.1717968265561483,6.550596889823869,610,153,0.8516851662629631,1.168539401814063,6.532313337521618,610,153,0.003394132565355812,0.0032574247420853464
c_13607,1.9486040237173452,4.207271762247227,26.01967650124204,614,154,1.9487738511850403,4.213097224270485,26.004437193332347,614,154,-0.00016982746769511614,-0.00582546202325851
c_13615,5.130307351943461,5.701405194262697,105.65851629520992,614,154,5.11771195099985,5.679948497248,105.11289714273772,614,154,0.01259540094361089,0.021456697014697212
c_13658,1.1976593407849927,2.7872583934268564,16.66389400677003,613,154,1.198094241714626,2.786390005592991,16.68487532056413,613,154,-0.0004349009296333861,0.0008683878338655582
c_13690,0.8687711936743895,1.7974303871468544,24.34129882877012,614,154,0.8677710262455225,1.8019900280088412,24.175645900219138,614,154,0.0010001674288669937,-0.004559640861986791
c_1379,0.41525902273543586,0.5316838343519377,16.12732759695101,614,154,0.4154447102658969,0.5314688705224896,16.114780778487262,614,154,-0.0001856875304610539,0.00021496382944807824
c_1387,0.3698469187063309,0.5034180698118679,11.803042207057725,613,154,0.366080610074976,0.5007372583671237,11.699186332451482,613,154,0.003766308631354909,0.002680811444744191
c_13873,1.7469353503493483,3.5900349697309193,23.84310744103868,612,153,1.7445021238700509,3.587369695088656,23.808679694778668,612,153,0.0024332264792974456,0.0026652746422630713
c_14106,0.009541379074970192,0.05717293357197756,19.250341456570172,608,153,0.0095160960928243,0.0571844252706054,18.976740244816085,608,153,2.5282982145892127e-05,-1.1491698627845437e-05
c_14135,2.0413059645566087,3.081239416345826,8.096123744027551,614,154,2.0393188248570997,3.0833878855579204,8.098684864700566,614,154,0.001987139699509033,-0.0021484692120945503
c_14296,3.776726973141166,4.785043889274909,33.01346006279536,614,154,3.7667114656976137,4.7713198231684055,32.9264587173493,614,154,0.010015507443552174,0.01372406610650323
c_14363,0.4929522079319195,1.0273481253620627,13.689156656012688,613,154,0.4956213173775666,1.0296269413663652,13.7715629909292,613,154,-0.0026691094456470776,-0.002278816004302575
c_14388,0.6903737672059432,0.8172885022264728,8.92864106267519,613,154,0.6856642714785378,0.8125581756284331,8.83917285696669,613,154,0.004709495727405422,0.004730326598039625
c_14396,2.3230404025118183,2.7548631823035685,15.070148127547615,613,154,2.308907351522688,2.7376817447293127,14.976838661910092,613,154,0.014133050989130425,0.01718143757425583
c_14413,0.5462831408723224,0.7148426940107999,19.11019038944055,614,154,0.5446677448275717,0.713855997721813,19.040212251832457,614,154,0.0016153960447506943,0.0009866962889869546
c_14416,0.3211577939059043,0.536284135758881,12.807597843404459,614,154,0.3211772898042424,0.5370792362585728,12.801875671581213,614,154,-1.949589833810661e-05,-0.000795100499691781
c_14417,1.3065030625540037,1.8609289320536404,12.086976934982719,614,154,1.313010649346013,1.8679760037029212,12.159934588317016,614,154,-0.006507586792009246,-0.007047071649280756
c_14435,0.4605781927821638,0.5547487626454869,10.96239633434562,614,154,0.4496021835145554,0.5415493071356067,10.713914599482766,614,154,0.010976009267608389,0.01319945550988022
c_14471,1.9590200852211421,2.5861031474834166,8.836194592880279,608,152,1.9473653041301315,2.5768139284735523,8.767216883142593,608,152,0.011654781091010591,0.009289219009864347
c_14820,2.615072644210468,3.949466897839253,12.379746500669002,613,154,2.60264111651728,3.956012019700766,12.301270185201464,613,154,0.012431527693188116,-0.006545121861513348
c_14855,0.6213734355551385,0.8098085997500595,9.344626990499087,613,154,0.6183490623074328,0.8051643511504825,9.346155406883968,613,154,0.0030243732477056584,0.004644248599577017
c_14886,1.2205990895702705,1.5874216019369496,5.6729875821102835,613,154,1.2293075639475546,1.5875821437746158,5.73833305500163,613,154,-0.008708474377284059,-0.0001605418376662282
c_1494,0.28545469729636125,0.401022071432344,20.648049469827257,613,154,0.2855411812130649,0.4020178339478417,20.6437349508632,613,154,-8.648391670362798e-05,-0.0009957625154977112
c_14964,2.7084930202086657,3.340467997537027,26.31655010220717,612,154,2.703873173705539,3.3395106099746386,26.28998832716168,612,154,0.0046198465031266345,0.0009573875623885009
c_15030,4.007876489508225,4.724232208542612,20.124143129714056,613,154,3.9941850577040015,4.71397405761117,20.060597199768836,613,154,0.013691431804223164,0.01025815093144189
c_15035,0.01618521857904835,0.10113523574529243,59.85972631320969,609,153,0.016180087653978,0.1011525634648175,59.787879290754645,609,153,5.130925070349207e-06,-1.7327719525075946e-05
c_15072,1.4197109386763695,2.652718996668123,14.620024121729525,614,154,1.411504472927695,2.651616030765826,14.527719930630925,614,154,0.008206465748674452,0.0011029659022967486
c_15179,2.330602468606289,2.7082586039206857,28.517933656709598,613,154,2.3439769314522265,2.7149355069641516,28.5853637295311,613,154,-0.013374462845937352,-0.006676903043465909
c_15235,1.1747942939710103,1.4986466756112913,5.622246273626527,613,154,1.1802258508078405,1.5049706378051688,5.643796997409258,613,154,-0.005431556836830165,-0.0063239621938775414
c_15282,0.33298339515835235,0.4150895017781504,26.62217535178802,613,154,0.3334504235754721,0.4157216049093624,26.64185406550481,613,154,-0.0004670284171197636,-0.0006321031312119807
c_15420,1.4728555363148317,1.7516021244114088,49.64363761312531,611,153,1.4721818242445934,1.7527792571972216,49.53221208460341,611,153,0.0006737120702382526,-0.0011771327858127734
c_15446,0.12321954213159758,0.4598779225982153,573.0285046884518,614,154,0.1230533734111749,0.4596008301765383,572.8035998405571,614,154,0.00016616872042268804,0.00027709242167700543
c_15486,0.9744467775041411,1.2179148127411665,27.17713115004093,614,154,0.9715679718831606,1.2175349882028164,27.065236480455436,614,154,0.002878805620980529,0.0003798245383501708
c_15527,6.04042360092728,7.223867114046712,14.602419144168369,600,150,6.049891637914481,7.231107561824119,14.625457235251972,600,150,-0.00946803698720089,-0.0072404477774075104
c_15555,1.5100817097718586,1.7749684563389685,5909.505809761517,610,153,1.507903408552788,1.7752129332127815,5935.5469571825915,610,153,0.0021783012190705886,-0.0002444768738130154
c_15570,0.629815634112334,0.7994164397939095,10.666728397649965,614,154,0.6273207398798786,0.793291608007338,10.632687339766951,614,154,0.0024948942324554135,0.006124831786571527
c_15604,0.7268532228999961,1.8738659016563213,25.56614368832031,614,154,0.7278810956687553,1.875173111250514,25.635346383978113,614,154,-0.0010278727687591527,-0.0013072095941926154
c_15616,0.9498686083518958,1.4433446433284711,11.552853826619176,614,154,0.9473663474899222,1.4418029128849672,11.489296631814618,614,154,0.002502260861973582,0.0015417304435039192
c_15630,1.1759464798351964,1.5079435944198474,15.386956083029594,613,154,1.176833647601012,1.509164906341514,15.39603786406557,613,154,-0.0008871677658155441,-0.0012213119216666346
c_15640,4.050037191632583,6.579635839756802,72.32589550512265,614,154,4.035472079409838,6.55698947809748,72.15267884253753,614,154,0.014565112222745036,0.022646361659322878
c_15642,0.42209910572560555,0.5557039744454451,8.213417447287902,613,154,0.4199703240485711,0.5533452791902751,8.172594300235184,613,154,0.0021287816770344525,0.0023586952551699625
c_15647,1.3403870275909286,1.5927461336746567,25.74163539297029,614,154,1.3394742197533331,1.595373883503916,25.761682043174904,614,154,0.0009128078375955084,-0.002627749829259285
c_15794,0.019642469039843416,0.02290066309437803,196.42469039843417,612,154,0.0198025054350426,0.0233077771791835,198.02505435042627,612,154,-0.0001600363951991847,-0.0004071140848054683
c_15856,0.5706112798033335,0.7194574127756052,35.41865417229382,608,153,0.5700643531441346,0.7187403041045665,35.40395489342602,608,153,0.0005469266591988653,0.0007171086710386909
c_16008,11.476255633885197,13.276548019093898,40.32616413450665,614,154,11.473186098620042,13.265731589267828,40.33973984855392,614,154,0.0030695352651548546,0.010816429826070006
c_16048,3.1589942560583033,4.142896435331363,28.77993187933657,614,154,3.161732461011121,4.154859404813412,28.79292409058833,614,154,-0.0027382049528177355,-0.01196296948204889
