container_id,recovery_pearson_r_g_vs_rb,recovery_r2_g_vs_rb,recovery_mae_g_vs_rb,recovery_rmse_g_vs_rb,recovery_pearson_r_g_vs_n,recovery_r2_g_vs_n,recovery_std_n,recovery_std_g_hat,recovery_std_rb,recovery_pearson_r_g_vs_i,recovery_r2_g_vs_i
c_10695,0.0332378439390656,-260.8646045062788,0.12212643147360282,0.17006182649590093,-0.03348527586481843,-7.36235512830801,0.06305028722977991,0.15859339262626942,0.010509170591831207,-0.029601801905651086,-8.391964694853973
c_10733,-0.03712037026654617,-1367.3430097073672,0.10669989438712336,0.13518482231931725,-0.18210649268326462,-0.4733521956940727,0.25373262708593475,0.13262715671410577,0.0036545207258313894,-0.1815325269550755,-0.4766191428366586
c_10878,0.18303571956701836,-4167.462358132839,0.08168549383529965,0.11071912372319187,0.15876375967241238,-3.446632144329733,0.05499064699518833,0.11102017223466346,0.00171488372143358,0.16281170896040364,-3.515875501930716
c_10898,-0.08220198434356543,-790.9840823081387,0.13190283923600332,0.17450921297886715,0.08199948260576059,-6.569491938728002,0.06540252130708057,0.16702946605078628,0.006200977135449648,0.09391577691950201,-6.21864657905512
c_11013,0.18287034136056918,-558.789679735609,0.05663804591669205,0.08349105260800649,0.0790207847386228,0.0057487729636584994,0.8878466149800439,0.0788305051970357,0.003528803586959839,0.07923722862551666,0.005808815311325155
c_11087,0.053368148864596454,-614.3826254137628,0.06805398036519329,0.12855364404629874,-0.16557521727151314,-0.15952616751565096,0.47771891113342346,0.12738584353935023,0.005182171240448952,-0.16548745951570015,-0.15940907837326312
c_11203,0.35577032628810634,-1046.2879246589473,0.05450932133637113,0.08537409807994228,0.3213521979066527,-0.005896980142421793,0.5820037686467371,0.0816351119814509,0.002638111123815179,0.32320681444523713,-0.023050847562170684
c_11307,0.1854993536367025,-875.3445742561457,0.15601190010337743,0.26388802899486297,0.14068976705361708,-1.0120879716394975,0.22998922562819696,0.26512365613181854,0.00891419779509306,0.1392699699252959,-1.0133335274049324
c_11327,0.05973357755611486,-337.8845684551019,0.07532891343601343,0.09310483588741698,0.2925455212806979,-0.05211787970911397,0.13961946197572467,0.09111393968689357,0.005057621747255325,0.29726587482570066,-0.10650605985164097
c_11461,0.27627867210407636,-90.49850190187983,0.03763015723445306,0.05096369558450655,0.4171870877796189,0.022153400898028752,0.6107939969852055,0.05034102924512656,0.005327873397618532,0.41880982994113725,0.03173484422032402
c_11735,-0.41057925196818196,-1963.0536150832008,0.057463064602637094,0.12192820486404142,0.008880786421074788,-0.22574379675106981,0.27432979919860917,0.10884786423566147,0.0027512339875102043,0.00740273045890677,-0.23234576746948576
c_11752,0.18886629716115028,-243.0148605539658,0.0971883031470353,0.1202399457882535,,,0.0,0.1214146106621068,0.0076973396353423595,,
c_1181,0.03505038366995101,-4729.099537111204,0.077427809749003,0.12084958992362804,0.17293319068808183,-0.04835970327012795,1.3409461771433855,0.12027837985512116,0.001757154706865549,0.17300521292115728,-0.053544166166704876
c_1186,0.3584222208499097,-273.51412751392365,0.038773485004185794,0.04939940920057742,0.36352980333122975,0.04583702686282476,0.6104986236142547,0.05004838563840674,0.00298153143376112,0.37494195266295127,0.0468770406481861
c_11996,0.36455125489543316,-704.9934845245506,0.06421372328111309,0.07838870077852231,0.15484235770479898,-0.0987232395973896,0.3000143091004234,0.0783530631913341,0.002950211288407445,0.15388299446436476,-0.044354757335481665
c_12060,0.13794996980941965,-1570.3903379569838,0.1390834882560522,0.23707603435512134,,,0.0,0.23439577949258059,0.005980611778795719,,
c_12158,0.12174498419655416,-228.37052509790692,0.04344728398495546,0.05628023731685857,0.4262021625964312,0.039147431115614806,1.1475004648208664,0.05623025609878915,0.003716097678989172,0.4279815317231675,0.03877238709093067
c_12164,-0.05323847535042582,-334.76626385694226,0.057002398119620636,0.0741851138731449,0.002711414040291807,-0.32645392102341564,0.1278087256399381,0.07289538025067346,0.00404853792861104,0.004250456357103204,-0.32259569550880784
c_12174,0.301989514363649,-521.6560725177964,0.11527306211952082,0.1510487316201471,0.176554477974817,-2.5658911779293874,0.09028005397405615,0.13350939559480696,0.006607072427868843,0.16152311413614573,-2.1752502900593815
c_12189,-0.11486358325430895,-406.70259572781106,0.027945361470517422,0.03687805567560156,0.2141344583218957,-0.0059566054233430865,0.08246873970047182,0.03635366394616542,0.0018264015670865774,0.2127738222157609,-0.017372891324848094
c_12193,0.08060936955349406,-544.6255990649428,0.09560334576905233,0.12553278648293256,0.14421214356067902,-4.805600237288888,0.05407131177285378,0.12350023286943598,0.005374150350689888,0.1424297370951196,-4.838014664791756
c_12231,-0.47595733393342876,-88.9540966848421,0.31590801908163396,0.34540256418565335,-0.025375010714243654,-1.6352504083305681,0.2987382397141303,0.3182316904806805,0.03641791269183159,-0.019138681363355062,-1.536336011237819
c_12237,-0.06663700804104046,-4380.246729707785,0.32159715434968045,0.40352523757859854,0.10231499662811508,0.009472106161547145,1.8665854854863588,0.24394671997958092,0.00609637750312686,0.10770858261749722,0.010557202375880426
c_12441,0.060578182419276455,-737.1244047165649,0.02963585397761827,0.053069646506897446,0.02791247114548951,-0.0034264544080571113,0.5007914620800161,0.04600423840954863,0.0019533559679985046,0.028390595636741102,-0.0033951237771523424
c_12517,0.026063638363968904,-237.89270234863093,0.06228378305107043,0.07568205005012778,0.3397836440015337,0.060705897537396414,0.514988391418577,0.05968349000430146,0.004896563943475485,0.350636804635395,0.06141321307530556
c_12624,-0.12039252373982173,-136.68360142811156,0.05840010268300857,0.082696525022356,0.12153514746320682,-1.811894149521052,0.05538397153854976,0.08154466725745695,0.007047679740935564,0.12271914111038479,-1.8884980337386037
c_12767,-0.028993053187701994,-193.02565982279663,0.0997887182816415,0.1222856880055675,0.11618297079155811,-1.8634000833213369,0.08161261187659619,0.12124465677947341,0.008779020048677921,0.11240555203185756,-1.8889696912499887
c_12858,-0.07493177771393258,-797.9458865365973,0.04235773996962933,0.05724014519267674,0.1551427012133929,-1.0112872298070745,0.049502276014251306,0.05705276776098493,0.002025079447776079,0.15429330395359758,-1.0744700337064903
c_1286,0.15497529547884992,-744.8696924136668,0.09529711780987299,0.13465755293395087,0.030272356282875307,-3.8375836705505133,0.06842516875557543,0.13527381164750038,0.004930594004690647,0.021610232476490895,-3.7804531965674997
c_12971,0.10818374679580724,-2231.9010326263005,0.09630507097470986,0.13429341375447268,-0.1328665666613673,-2.19352225343578,0.09947524469248735,0.13357094590009863,0.0028419732116162777,-0.1298538268926282,-2.260503996190213
c_12974,0.06079968957914558,-486.10547480027253,0.11047936004937252,0.13915341678036064,0.03919316566068686,-5.82950055018531,0.057205540349061154,0.13907367265886247,0.006304960232228041,0.03961492007506248,-6.5749116144391255
c_12993,-0.06306084411382389,-3429.973024589415,0.07819226281973243,0.09090945287074251,0.1891394799163817,0.016663581307967856,0.5512903788052052,0.0803147588637195,0.0015520310262218118,0.18965588277357362,0.023402672506663502
c_12999,0.049948870327648,-376.48974283922433,0.05555627419018777,0.07551499468457609,0.4716030371688231,0.019094612859515525,0.761405388911878,0.0755066217633218,0.0038866964168846607,0.47207712572242777,0.03967084995262993
c_13020,0.052531454066651884,-65.32571714117576,0.07826543252398636,0.0952336893660096,0.12105329698416531,-0.03422898956828502,0.27778435605615964,0.07983686567322891,0.011693637818098068,0.11870974124690817,-0.06776389295470353
c_13044,0.06728659024198569,-682.3557968160103,0.1308404248397719,0.16318921110272355,0.23609945699498655,-5.973681314446049,0.06064102893885372,0.16317902390665592,0.0062426356598734856,0.22823989081711565,-6.5828856594654575
c_13083,0.25841016683948403,-425.78806849038665,0.08818029104575514,0.11876089137099209,0.317348821354037,-0.11794299325008795,0.15960451463639047,0.1170260920771476,0.005748669151216745,0.313404540383575,-0.11781774490339947
c_13166,0.08845316058972973,-521.8524239180174,0.05978889214216656,0.0744820413257611,0.26897531618454507,0.05918968608360431,0.4136391281228912,0.0696879736970416,0.003257331671193242,0.2705081673534405,0.06149450942612955
c_13170,-0.08072704543390949,-509.956727719877,0.07894466857519324,0.09718303973273267,0.23307282043049907,0.0333176451530115,0.6681455364138339,0.06316077896285112,0.0042993067763745785,0.2323259261388891,0.032822981055507294
c_13229,0.04257081464129757,-14909.548045828726,0.1504956134368385,0.2860204923059156,0.19424037915071582,-2.5052726097407847,0.16399841547761762,0.26764878281011506,0.0023423421662300825,0.17683766052972447,-2.569787174032972
c_13269,-0.03491408788164091,-1413.386571744664,0.12789337618198007,0.16399415321846086,0.03810519796056713,-6.805429071656242,0.06188591687384913,0.16375175537310857,0.00436058035120368,0.02415572956940083,-7.063993771825928
c_13308,0.5931000180362825,-96.07593991167174,0.014368591814811366,0.014955679244863036,,,0.0,0.004865419599840783,0.0015179250622168183,,
c_13389,-0.014617741321105446,-862.5483754133586,0.1321301190436581,0.15038206194095177,0.43905656753342,0.0467252148282189,1.407298786896322,0.11475688308709434,0.005117439199239016,0.44042504513497654,0.045595291055433806
c_13403,-0.0104176248998549,-648.1066019204985,0.05101769227557076,0.0669833300323491,0.19165479035346725,-2.343234639061308,0.043294916351792515,0.06368525937201261,0.0026291098911315203,0.1898384817466442,-2.4558708413309227
c_13441,0.13007735404753062,-424.0945950943853,0.04483389702586765,0.0599153746584464,0.2763234707080263,0.04268934519879042,0.47196830796033,0.055407791323706206,0.0029059993103146553,0.2759724446349579,0.040189722863044564
c_13607,0.020900350178411395,-15399.904900229067,0.14012934452439488,0.30020242258991037,0.07241751248348577,-9.393837139037176,0.09577756964804109,0.26732125638562176,0.0024190288968384266,0.07020017290085295,-9.736851653965996
c_13615,-0.255922201661522,-412.8302983687165,0.06002097136036603,0.0669772845863752,0.20279833788658108,0.028512693589242688,0.5442249607201163,0.049374318852473016,0.0032924290280789137,0.20315420369669207,0.027363904981824727
c_13658,-0.22383452027880107,-7580.838493634201,0.19761656803472663,0.45682204535436355,0.11790713432528133,-24.58011202237005,0.09130824143560255,0.435517220251945,0.005246380809694529,0.11138150526546672,-24.111423187653106
c_13690,0.4920370783275331,-206.34232169906664,0.025700541694066093,0.04950099590476187,0.13955916152732914,0.013343301163032284,0.3323526847405531,0.050367757237152866,0.0034377158153802156,0.13971677093927035,0.013985908256591961
c_1379,0.1523714087652101,-416.72775536864066,0.07056773695162084,0.08962973170169103,0.2731796329716337,-1.4668731766753438,0.060048850897263466,0.09017600866096658,0.004385361913591623,0.2719821969964925,-1.4706407659357605
c_1387,-0.255806207100794,-120.58068967142587,0.01603435632034418,0.02156159507386093,0.1959867534631115,0.0381032286233467,0.1044862226998351,0.019066526986352757,0.001955458428710699,0.19672074312290022,0.038484372399055555
c_13873,-0.21725851296104942,-22888.191111077766,0.247389202596632,0.506194686302111,0.00040447499615847357,-60.882046445675414,0.06462635632379898,0.4456439512170662,0.0033458182588219643,0.0019368601366865912,-61.410116582195506
c_14106,0.1964627330293467,-6765.14202084123,0.028297962048714778,0.17134069357579412,,,0.0,0.1697596984966465,0.0020830032881349325,,
c_14135,0.4294811374203269,-402.75641535835956,0.07040131043673534,0.10561936733787534,0.26674088366853627,0.061137355257132375,0.5617582888580828,0.102137572937853,0.00525634502992034,0.26902343709542326,0.058473699600450235
c_14296,0.5050735439359734,-3685.3618426779476,0.14213521667010218,0.18193784568660443,0.14878274653414952,-1.3226138731781827,0.16550539581109508,0.1171934627847695,0.002996567403897643,0.15222284625467664,-1.348336170249297
c_14363,0.17563229321734694,-2571.4738178439397,0.11511804946981967,0.2359900044322839,-0.034480474766460115,-12.76907078099191,0.0693665069920849,0.22605765271122596,0.004652840085327625,-0.039250969265057604,-12.18892291577022
c_14388,0.143257641710718,-196.6431176439043,0.02209203512435365,0.02683062900826571,0.40489293413004895,0.011202048023798872,0.27960106860406697,0.02426938616224479,0.0019084906671196222,0.40543324579402107,-0.004824252791317818
c_14396,-0.08336723143103339,-318.03066935900165,0.10620639054339738,0.12464356330051644,0.19825018231668506,0.01347309209577785,0.4685812348953163,0.09966561343059742,0.006978364195674658,0.20801129354307307,0.020927257207593142
c_14413,0.03285950880431102,-3370.599170588773,0.13316266294762727,0.17505626339455485,0.0692675739757678,-9.850212627760724,0.055822491250213394,0.16718405793890023,0.003014808055013418,0.0630016327384742,-10.035910404135517
c_14416,-0.1621393760242224,-5542.204245421792,0.1611614605545452,0.2648308324893423,0.01838622353912947,-86.09703647565242,0.02839963398885385,0.2639605483721753,0.003557034768164158,-0.005280481004276492,-88.24499432314555
c_14417,-0.2553279072917214,-775.124472845536,0.04485867468216539,0.06356209655796398,0.1725020954442039,0.015293413751640617,0.34943244521356326,0.06288940723398136,0.0022815633565187454,0.169044970362394,0.009747409460539647
c_14435,0.1558850005455538,-69.13196181130856,0.014446667257185396,0.0175560403807936,0.1785518817428155,0.024367373359022504,0.18682283688268533,0.01763612815227409,0.0020963731221854687,0.18003776355919698,0.020682870687139476
c_14471,0.12268170646154886,-633.355092074979,0.03640467571689648,0.04854269738373514,0.28758990585845956,0.03712491723889022,0.5804223036857018,0.043084886166731874,0.0019273371435701847,0.28884669576573807,0.03733170797227359
c_14820,0.3975263264776377,-105.69215692563051,0.0689318068082811,0.09990853367533456,0.1967351276635531,-0.03212812193877923,0.92589086082632,0.10335038842016012,0.009672447107732296,0.19643279687906123,-0.03760186213766081
c_14855,-0.016151622470934917,-208.92115679787727,0.039383420997513185,0.052153955699516946,0.2818344476857622,-0.08676514632319798,0.197911970735177,0.04413563411793835,0.003599640680477023,0.28173882008645523,-0.1314717064459976
c_14886,0.09148693075099962,-181.8262269873383,0.039118640896136835,0.05095622430632752,0.6020125906604062,0.040538193496861386,1.1858093921603337,0.051121426928065775,0.0037685821298509836,0.6081103828110668,0.04262192620525851
c_1494,0.15034714066645097,-1142.355161585082,0.05394624567968021,0.07693250412978349,-0.028854312155459506,-3.169969805563275,0.04414918976994806,0.07648867488509421,0.0022751984652131796,-0.0272744927413288,-3.6981020819384316
c_14964,-0.03744026491478249,-4200.476197128469,0.15549829343193286,0.19265212321244946,0.08146846633492727,-0.6005937670605233,0.21563677816850926,0.18555060717439767,0.002972164424136281,0.08294329217330554,-0.6052510835696423
c_15030,0.03461786844986297,-781.0561873646443,0.16796462877898824,0.1983531817086094,0.2927562117935877,-0.1578309737684016,0.46708661341819363,0.12894355563698928,0.007092840038239956,0.29522753179085903,-0.1863909275805189
c_15035,-0.15806339954675896,-92241.59721318597,0.06518099934006012,0.4047057429544474,,,0.0,0.4041243291018966,0.0013325195759534836,,
c_15072,-0.1688897495038782,-1307.7318059910679,0.10163925172143011,0.18326043698255806,0.08938985189577713,-0.43568794162517865,0.23477931455570458,0.17535709310747774,0.005065745674073696,0.07805673667104021,-0.490202831881283
c_15179,0.36021655600707325,-197.89627797547828,0.09655305825041005,0.1104724624880254,0.41743186412871325,0.11405028994795618,0.47765900505684844,0.08781410669079714,0.007833226583898067,0.42014867185230464,0.1117032533063752
c_15235,-0.009177763621230184,-834.1628217568974,0.03314272464653315,0.04114869136281332,0.4394047501201578,0.043567913537225667,0.6627694976168277,0.04024576693445674,0.0014238703297451138,0.43853414726981665,0.03959232352667286
c_15282,-0.03866067839266552,-1402.0765610098551,0.15233999062550974,0.18800427298091607,0.15237714574382663,-16.548961782440237,0.04422272312305652,0.18385504671533057,0.005019113887101412,0.15506210647596383,-15.37307610702737
c_15420,0.2530941313758818,-1417.1822721953565,0.19244659333636724,0.22779995926011837,0.24395564855539065,-1.2198842406231143,0.17350966811091703,0.22835329370472632,0.006049056071788073,0.24242109498660008,-1.1936443539388741
c_15446,-0.026214918124595667,-2888.870348137264,0.02499253060120957,0.09195054891358066,,,0.0,0.09185700775343594,0.0017104687867686152,,
c_15486,-0.07911736705687211,-815.8833366377721,0.17958005361080734,0.22755893142840622,-0.012279385509430286,-5.349496754630229,0.09849609087885942,0.22336246467354665,0.007961847819387913,-0.010513700557098157,-5.416076011130988
c_15527,0.12711624049319598,-1034.4286123927077,0.12771031644896677,0.15420771591153443,0.009764827802673726,-0.018989730480072797,0.7399738076869198,0.10945013396802754,0.004792322404682636,0.010917007065621622,-0.019151684145703562
c_15555,0.07804606791480442,-693.2726747088768,0.30035499137181515,0.35448581496811665,,,0.0,0.35528130837355854,0.013453454710543156,,
c_15570,0.14956300242612103,-88.52379866432216,0.025700473584094163,0.032149576867238315,0.21736821103615586,-0.013809930214038646,0.12959014670179936,0.03222694323669624,0.003397864056751132,0.21724396119498185,-0.06673748302740101
c_15604,0.1453006102096685,-9473.082520555186,0.2339081656232498,0.6043443277521976,-0.09088981763616119,-135.80930100155462,0.05259474792052029,0.5756436462637876,0.006208917126059532,-0.09102039670423256,-144.96684793062283
c_15616,-0.3085388243475987,-1372.5874076545883,0.04678325575382349,0.07045028864445728,0.32716706170256005,0.08215957371620353,0.26178733279943434,0.05819416031944117,0.0019008796662092209,0.33368887488055776,0.06995764995330167
c_15630,0.12173665756300983,-4006.1721854086627,0.10666431300214536,0.1373027241177645,0.08346588969193174,-1.639436135624337,0.10415438765945054,0.10924227792087639,0.0021690030116587877,0.08186691238803832,-1.562479766054317
c_15640,0.35956109128656644,-2720.3165477910907,0.09375994171903929,0.13521387720440972,0.2832453452961422,0.058250371027814496,0.9974767253173039,0.1359072302547394,0.0025919806212186813,0.2846318699579546,0.057845764647948994
c_15642,0.02121336644007565,-925.5544586167724,0.06017526611687641,0.08113624211026123,0.27316622363620613,-0.6450936453505789,0.07954950453468036,0.08114181194564289,0.0026655043475329876,0.2794466412877039,-0.48547883648407253
c_15647,-0.015149335870310246,-294.8918831472051,0.07576693236768967,0.09160737899025935,0.2903195918226406,0.03300579932310321,0.2654407358608896,0.07662981987127872,0.0053255436941981316,0.2922805194262744,0.05909081617825718
c_15794,-0.23787012404374458,-39.48245375583788,0.008893885950652053,0.010402455706705428,,,0.0,0.00476745978382072,0.001634942484088242,,
c_15856,0.1810055162880103,-2537.084648126498,0.12130724363078706,0.15590450910096998,0.15338345589986727,-4.791706218612323,0.06579253323024348,0.15403469463513847,0.0030946077313274145,0.15288900446405532,-5.070470488391159
c_16008,0.32961670609575316,-26641.926949270633,0.2924737088659631,0.33881108004144006,0.10585059249470735,-0.8871956752152368,0.3581251044510709,0.1737056824690427,0.002075709868222475,0.10604870860719673,-0.909525593878453
c_16048,0.23270307481997876,-1564.6801633503458,0.089449672694076,0.11688674467023906,0.2731261431316395,0.02564588764252873,1.033571036662131,0.10606904130583142,0.0029540222603827715,0.274221359557351,0.03205922147156259
