container_id,origin_index,diagnostic_class,confidence,recommended_action,interpretation,delta_hybrid,delta_prophet
c_11752,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.10367933016843811,-0.05150474237074576
c_1181,296,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.8984537813829796,0.629591316689293
c_1186,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.23735600389061973,0.10041452049278143
c_11996,296,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,1.5554927817441706,-0.4163360045110216
c_12060,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.0672196755145292,-0.017014639271797666
c_12158,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.03456335428248858,-0.13842866735787407
c_12164,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.053701516532964066,0.1332436800982505
c_12174,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.001633589098391175,-0.0076741848119844525
c_12189,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.16396266624389166,0.043458151596299066
c_12193,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.07016490966758632,-0.05296337855169542
c_12231,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-7.59200296273961,-0.04394063624307232
c_12237,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-11.958078312658328,-3.307394198762352
c_12441,296,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.6986768758687825,-0.1903018429779615
c_12517,296,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,1.0212433342490277,-1.0553020124606745
c_12624,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.01477117941077477,-0.025752607062684618
c_12767,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.11886653293493621,-0.07284187165857059
c_12858,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.12628811478254715,-0.01851978248846803
c_1286,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.14892221866914895,-0.027691584672147607
c_12971,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.050790701716288966,-0.008231964963884786
c_12974,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.023626629540451582,-0.02567866122353113
c_12993,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.6764110529703329,-0.6550351230447387
c_12999,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.17797977101747198,0.03898578078866288
c_13020,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.053208498322956155,-0.04170785447659042
c_13044,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.10435080582814837,0.0023614311448875713
c_13083,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.15369681220590048,0.04256406256879852
c_13166,296,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.7811819959891115,-0.4653166989965736
c_13170,296,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.7770527580718736,-1.4323669066863736
c_13229,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.5763721649106179,-0.026952833772524887
c_13269,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.09137787273665332,-0.008343265281438361
c_13308,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.002469540226510428,0.0
c_13389,296,INVESTIGATE,0.35,needs_investigation,Prophet degraded while Hybrid remained stable; investigate data or decomposition before GRU retrain.,-1.484977478583045,3.0526987914818626
c_13403,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.04073708472783183,0.06784536121971302
c_13441,296,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.3800203774217604,0.06395277058706084
c_13607,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-1.3226606247514017,0.09043370185382604
c_13615,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-3.032591959719694,0.27183780322580353
c_13658,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.6998313828162444,0.018388553304188537
c_13690,296,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.7923914289299789,-0.052924699760113825
c_1379,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.010092980435182586,-0.03530342336058817
c_1387,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.08591863879160455,0.15181488633688744
c_13873,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-1.2507663475147113,-0.07094340595827509
c_14106,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.005246908706097035,-0.0017986842473044088
c_14135,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.3262057368367317,-0.015266495390693358
c_14296,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-2.9788925701141795,-0.25945019376879075
c_14363,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.002901510675267227,0.0442000206681154
c_14388,296,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.40050697132599866,-0.16130296134340383
c_14396,296,INVESTIGATE,0.35,needs_investigation,Prophet degraded while Hybrid remained stable; investigate data or decomposition before GRU retrain.,-0.396617367065482,0.7922351972904018
c_14413,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.0801705769337544,0.024944871970124183
c_14416,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.1263732883707806,-0.004654281078180111
c_14417,296,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,1.6964553088447805,-0.3105718916261031
c_14435,296,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.4064170908899488,0.20813889109931105
c_14471,296,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.4929593731536819,-0.9818416344169427
c_14820,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.07805211697157022,-0.08918725665138849
c_14855,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.16006260629049085,0.09397464957966972
c_14886,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.2691616976317166,-0.023548765702518182
c_1494,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.07136664265996001,0.05798821572879198
c_14964,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-1.0689918281788637,0.219042892301623
c_15030,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-2.6404299466471963,0.1931676373917901
c_15035,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.015160247920547328,0.0
c_15072,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.2590117703895207,-0.27045064060085
c_15179,296,INVESTIGATE,0.35,needs_investigation,Prophet degraded while Hybrid remained stable; investigate data or decomposition before GRU retrain.,-0.43746553349904604,0.5080448624334817
c_15235,296,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.48401215680025733,-0.29392860516707864
c_15282,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.006386916595610359,0.012134929787990856
c_15420,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.04280912753335864,-0.06995429847233092
c_15446,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.007455986204664228,-0.016896689393179926
c_15486,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.16527401241276996,-0.04802844229707148
c_15527,296,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,2.1969024282227227,-3.2707416390802457
c_15555,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.12337464391477515,-0.004578180725430814
c_15570,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.045675368375360126,-0.049168743277966054
c_15604,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.31158123882470534,-0.04823584023389371
c_15616,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.42560419071447864,-0.03778811404829119
c_15630,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.40973746435505354,-0.31780877818726483
c_15640,296,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,21.38921727824533,0.6694627736785996
c_15642,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.19742959276601763,-0.04001507081439748
c_15647,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.2402314383702231,0.1965222695208253
c_15794,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.01878266570161193,0.0
c_15856,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.1433461205741383,-0.01082976302083416
c_16008,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-9.972834504784558,0.012178678028196277
c_16048,296,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.3624366579210023,-0.1346380578138313
c_10032,392,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.66477073430605,-0.011394884524871252
c_10034,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-2.6487988952208,0.08660434612046342
c_10089,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.13000764139136367,-0.12714311299231285
c_10132,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.12655499358776823,-0.1335325842029471
c_1016,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.12463714409537685,-0.023763503784161866
c_10306,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.004911033858706448,-0.012902079154229085
c_10312,392,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.37917595781519475,-0.08727760132343798
c_10382,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.05054973853465339,-0.03230857343440774
c_10393,392,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.6054204833345276,-0.7688901455892896
c_10641,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.24290453314773852,-0.5111452072695392
c_10695,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.0800711111708664,-0.023582219526444126
c_10733,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.13671520978467955,-0.026275994540955416
c_10878,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.027222758916409573,-0.02896120994297996
c_10898,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.06691697796998586,-0.023212361890419086
c_11013,392,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.6265892004628251,-1.2227034283835203
c_11087,392,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,2.6050129167385396,-1.7319053118634393
c_11203,392,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.5117489501888812,-1.351638415665714
c_11307,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.9968245648390677,0.04252099602456805
c_11327,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.041067440407495215,0.04532159591931939
c_11461,392,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.3464762142480615,-0.1605999196541077
c_11735,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-1.302244519484625,0.21842079806047965
c_11752,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.08030950755546273,-0.07423212455185246
c_1181,392,REGIME_CHANGE,0.75,recommend_retraining,Both Hybrid and Prophet errors increased; underlying workload regime likely changed.,1.202601518153041,0.9373034599594776
c_1186,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.21080180402104431,0.13176020113742215
c_11996,392,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.9727384457165564,-0.994523593710051
c_12060,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.04202393521632328,-0.0426161466791099
c_12158,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.276062145082149,0.16887735439131246
c_12164,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.00033076474876203577,0.08231357185577515
c_12174,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.019317730729663918,-0.026216332070185144
c_12189,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.1317204373018066,0.012061380852689818
c_12193,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.05411945510356925,-0.06877448841517442
c_12231,392,INVESTIGATE,0.35,needs_investigation,Prophet degraded while Hybrid remained stable; investigate data or decomposition before GRU retrain.,-6.759404512978911,0.7890960787697394
c_12237,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-11.821386209450282,-3.1957307844332083
c_12441,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.26814032420935807,-0.6197096817830658
c_12517,392,GRU_STALE,0.85,recommend_retraining,Hybrid error increased while Prophet remained stable; GRU/residual path likely stale.,0.5958299731358063,-1.4820131428979038
c_12624,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.003749960025741017,-0.007322252143581398
c_12767,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.09155755094077456,-0.10021405678286643
c_12858,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.11920370652361695,-0.02687410439917981
c_1286,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.12252133707576457,-0.054082990672778886
c_12971,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.08539281339413718,-0.042409935003636656
c_12974,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.03868332365862992,-0.03991951593522203
c_12993,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.8189391280682825,-0.7947698388241635
c_12999,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,0.21403273948313672,0.07701567763503903
c_13020,392,STABLE,0.9,no_action,No significant diagnostic degradation detected.,-0.0968817640080456,-0.08383550574869625
