container_id,recovery_pearson_r_g_vs_rb,recovery_r2_g_vs_rb,recovery_mae_g_vs_rb,recovery_rmse_g_vs_rb,recovery_pearson_r_g_vs_n,recovery_r2_g_vs_n,recovery_std_n,recovery_std_g_hat,recovery_std_rb,recovery_pearson_r_g_vs_i,recovery_r2_g_vs_i
c_11735,0.26571249378287853,-1831.249693051001,0.05864023690503558,0.12333836131311023,0.23865970656208768,-0.03155040082002114,0.2524187883192344,0.11142939547651111,0.002881415421143174,0.2382083596988322,-0.043567042057426564
c_11752,-0.18458237616304563,-193.14435364374637,0.1018104837080522,0.1238997891950387,0.12964993704465308,-3.5734933298184437,0.06022482712405336,0.12179983860286846,0.008892178535461426,0.12892450025872917,-3.652140057037429
c_1181,0.27400049001893784,-511.66732326898386,0.0709888364114522,0.1178614621195401,-0.14108300400864285,-0.03568034534430753,1.2461411589288212,0.11774126887445972,0.005205398891121149,-0.14116419834260474,-0.036286666102459675
c_1186,0.5171573319535101,-76.48332891195537,0.04766403589432631,0.057686748619514776,0.5757834188358746,0.08817889097777043,0.7251944160477646,0.05997405791801819,0.006553479004651308,0.5853898341264745,0.08923759144155852
c_11996,0.456870760119378,-111.57260304777904,0.06304429759148998,0.07869679721281646,0.3256951731228769,0.09565409028534,0.35649201072295006,0.08141372486981392,0.00741721224039793,0.32526081295541337,0.09538020172622608
c_12060,-0.013440688038796476,-506.95814516395325,0.14108889383628723,0.23798874624958202,,,0.0,0.23439577949258059,0.010559477843344212,,
c_12158,-0.23360379713552998,-239.8613899966809,0.048674256212456225,0.060285626548710794,0.47702635588514364,0.044872486789095944,1.1491649778504043,0.057086624146550746,0.0038844558876007795,0.4786737841315992,0.044862422408798674
c_12164,0.11856023375172532,-194.00628500684388,0.05726852080238509,0.07406192474644117,0.09717572219867388,-0.3322870933030031,0.1097890475420092,0.07374665315787411,0.005303598940372467,0.09643100330703744,-0.3633799034348255
c_12174,0.2355280766228879,-176.3692431810218,0.1121724650568749,0.14689160696874742,0.1350770700230776,-1.7150572129583619,0.10393405258787272,0.1317859920664638,0.011029550805687904,0.12349150784942768,-1.5914254856479801
c_12189,0.0866355449435662,-523.9600344052441,0.028736568150191086,0.03771171559952942,0.23559406057615984,0.01521445933743637,0.0866050382602731,0.037696343350997544,0.0016459368634968996,0.2361040357675604,0.015935590045561887
c_12193,0.05113942711187606,-100.93771316696049,0.09832688743577388,0.12875215178357716,0.22205207553228157,-5.45796584331717,0.05024147920975207,0.12674603065131262,0.012752256356179714,0.22291798741218483,-5.879711932516008
c_12231,-0.35711506933041814,-291.4360534517014,0.2986201028122091,0.3279480034530014,0.05958422542530677,-0.3380839170492682,0.49676447616262537,0.313689750349535,0.0191773921251297,0.061501054592486566,-0.33954318175639964
c_12237,-0.03172219258539032,-1297.5515839448883,0.3019625169634179,0.385747454194736,0.07569424747293224,-0.04402442228110126,1.5061696159207294,0.2399900532408431,0.010704674758017063,0.08033383765272738,-0.04736791971897647
c_12441,-0.1509208079983424,-654.1531582306147,0.028642288405575738,0.05321989776228416,0.12655917459448368,0.011638256185087514,0.5091074999490349,0.046564866607934324,0.0020792302675545216,0.1265787598782308,0.008824900776508549
c_12517,0.3341542613305395,-78.39648633927385,0.06252041841476103,0.0743953424583844,0.491484592626053,0.09680493386477329,0.5391073259606931,0.0637695394174914,0.008349204435944557,0.5066737937443913,0.10311810654141584
c_12624,0.04373293937038779,-101.72072686495906,0.060640533130206974,0.0844364380403931,0.2655873876318199,-2.4301874426417043,0.045692217865953844,0.08438259174358037,0.008331071585416794,0.26557031368666495,-2.5091578010040854
c_12767,-0.07533764516503023,-125.41640845455545,0.10372059209997113,0.12740899938385652,0.1468193864769905,-2.3384128072418044,0.07490321345421985,0.12586455898876414,0.011331786401569843,0.14533690435695218,-2.389544807913595
c_12858,0.090652611490433,-272.86661529510303,0.04026511154740074,0.05458155827411839,0.014393598547126712,-0.8900345860487562,0.05718107013291307,0.05477289470447233,0.003298195544630289,0.014084045125892203,-0.8997654428755215
c_1286,0.08487029978688607,-116.66806876523549,0.09825489565533617,0.1397942303573911,0.1236061111585671,-3.942240839674091,0.06640430851563768,0.14027801934540585,0.012887240387499332,0.1212662191259983,-4.071097327774885
c_12971,0.03796401108613651,-1617.7864926975285,0.10131238629186645,0.13994484008762847,0.15079243912090684,-1.2685499595102274,0.10877530715770929,0.13929183336775605,0.003478260478004813,0.15080403692363156,-1.2929276053405232
c_12974,-0.00938617575564531,-133.31518601020858,0.10703492329816983,0.13640185389979573,-0.08778789594532421,-4.395474000310999,0.06756375176841503,0.1350679566991563,0.011769491247832775,-0.09251682613196532,-4.559665638600156
c_12993,0.18055773910818693,-353.8408340121764,0.07617607261847571,0.08805962489162088,0.2010308739407649,0.029704920400621226,0.6712474450483404,0.07874569609351607,0.004674768075346947,0.20070894395878358,0.03121109649681475
c_12999,0.27299505140376895,-153.19862717668653,0.05385315215675716,0.06947860786393714,0.3964618046619959,0.06524880692208324,0.7513496157515739,0.07026363068816519,0.0055951387621462345,0.3969618650392225,0.06499039389403871
c_13020,0.03774929505625374,-62.776292889958654,0.07331688492519384,0.09266747772058505,0.2824246149787823,0.052521911275779654,0.272501167198124,0.08091384924899435,0.011603732593357563,0.28474202528077697,0.0586460102895382
c_13044,-0.05235973403895694,-499.29956008847597,0.1307073744377061,0.16627489874916943,0.04431953458662807,-6.549541076379582,0.0636411492851471,0.1657157825439153,0.007433813530951738,0.044851784878765504,-6.619233778776588
c_13083,0.2621157072904832,-116.70556026499945,0.0873760589998978,0.11727366412068918,0.20316280626562272,-0.24221736236539249,0.16425488451083756,0.11580237214882685,0.010809410363435745,0.20098234381631172,-0.21972563906694464
c_13166,-0.0783502336390596,-221.65452758206914,0.06465163232338712,0.07780493209072596,0.1615726751913913,0.018023326972852693,0.4305777093413067,0.06798944023677965,0.00521424412727356,0.16402005968303396,0.018752964893284152
c_13170,-0.2404260345605027,-499.35222225720844,0.07152094000829513,0.0887693963569008,0.41373933394765905,0.05589663312690396,0.7507777252120397,0.06354012430057294,0.00396849075332284,0.41382847494865804,0.057332870657568424
c_13229,0.2616535542275402,-478.04986154731927,0.149089573611518,0.28939108373990013,-0.0888346576814662,-3.6210302135117756,0.16024202336504903,0.2721355668797564,0.013221927918493748,-0.09751434412680476,-3.607713319718588
c_13269,0.1209644449734133,-659.7270902622402,0.13197118024863239,0.16888102606650968,0.035466648780745694,-7.732470121024578,0.06019822597024416,0.16953799650805326,0.006570067256689072,0.02206002992801427,-7.977169526428208
c_13308,-0.1813734096842889,-92.00071029845238,0.01474802208685453,0.015706804670645457,,,0.0,0.004865419599840783,0.00162871356587857,,
c_13389,0.1473067962799742,-428.917176406427,0.1282176388508949,0.1425355865543669,0.4037805905209164,0.05026814460484652,1.5322223698780475,0.11222082774291114,0.00687433872371912,0.4084039667879012,0.05070231139187309
c_13403,0.08825874762086094,-173.5291182593051,0.05331278674070211,0.06815842072154209,0.14388527703886833,-1.487373699498567,0.05020193756071223,0.06347268415901416,0.00515923835337162,0.14377036679862315,-1.5065587130303597
c_13441,0.002395133762267035,-169.22439585220627,0.045833335853063366,0.061424374559758396,0.38839370414539265,0.07572416977335161,0.49667011443493714,0.05824863574442433,0.004707928281277418,0.3878937537068251,0.06823207856857405
c_13607,0.10545312441302525,-2425.9752404371748,0.13613523315032827,0.2958590442311432,0.1239759740150772,-8.655986694093732,0.09723296704152391,0.2644638588542939,0.006005541421473026,0.12364567268583064,-8.855808238839145
c_13615,-0.14341510658137396,-154.65781197194275,0.060781200447914685,0.06774381258462092,0.27428727677369114,0.03496738950470102,0.5481078010392382,0.049993309106588384,0.0054298038594424725,0.2742526446957144,0.037114144044734454
c_13658,-0.03723322001579163,-6060.459388908501,0.1978737553947537,0.46342350718789316,-0.019414093484543395,-25.59296391257514,0.09188209315390339,0.4416793301306196,0.005952363833785057,-0.016592802547803372,-24.917377221937354
c_13690,0.41833355919069926,-64.02556037771892,0.02419434035507967,0.05017596163212112,0.34274883078030083,0.08437297097916707,0.3167522254149559,0.051900485185259033,0.006222338881343603,0.34295906522899006,0.08439846788427474
c_1379,0.29810225785143923,-113.79296430173879,0.06682205807191922,0.0861369772377795,0.12433531094471642,-2.2786321295297403,0.05380958274467902,0.08819106093953107,0.008039554581046104,0.12253661273343115,-2.328141304104624
c_1387,0.13178620256655194,-126.362141137805,0.014547385107604928,0.01971162961664162,0.0768355498910521,-0.004648515469781955,0.1174902988512272,0.018320446213133574,0.001746635651215911,0.0769631348543404,-0.004774946789983581
c_13873,0.06567606877047372,-28983.838620272407,0.24788398228989747,0.5111364535029185,0.12440018563657905,-57.016401325279915,0.06676113226119211,0.4510254175095913,0.0030022813007235527,0.1250199834895041,-58.244371182888095
c_14106,-0.24447483796160965,-14241.66708646579,0.028312317764469835,0.1720253639354599,,,0.0,0.1697596984966465,0.0014414408942684531,,
c_14135,0.32677216025112354,-347.44243840069623,0.07444180410327643,0.10582665973107816,-0.08195386134849413,-0.05856307949227624,0.6103815921610752,0.10022623717778426,0.005669301375746727,-0.08070047458777838,-0.05862683691567083
c_14296,0.43973224377774534,-7507.116918121466,0.14416548741888452,0.18248006667606523,0.006530064883872455,-1.772642785117696,0.1360824428448921,0.11470620534416302,0.002105958992615342,0.006920153450666603,-1.7050956416734815
c_14363,-0.06347042407763423,-220.87340748696337,0.11496436977760378,0.23871653245870078,-0.055968551515303465,-11.632115242722605,0.07063916372359728,0.2249131963439394,0.016026174649596214,-0.05732533373266949,-11.665074533588394
c_14388,0.07118584026729617,-158.8920294936235,0.021514110214215742,0.02572203610761493,0.29144041472051674,0.041124052962164925,0.2772021425315692,0.023308831361329833,0.0020341919735074043,0.291749391180902,0.04197072645656019
c_14396,-0.13994620415899045,-205.4430116304301,0.10815262419635223,0.12673288724736612,0.2622564346049728,0.04616740545800169,0.5378530913969803,0.10404797504699322,0.008820419199764729,0.2670623888783795,0.05124889472683658
c_14413,0.05189646719572063,-2258.1115796198583,0.13223349205497356,0.17349178616250868,0.10045050859010435,-9.520119186875602,0.05466002073805709,0.16630657424692946,0.003650144673883915,0.10253877372569263,-9.729248617409121
c_14416,0.14674712990766764,-666.2211762125921,0.15881673783416259,0.2640020781089472,-0.11894153149501589,-76.68107939199103,0.030709168408136204,0.2652086440202514,0.01022050715982914,-0.11792819411659296,-76.82738719728361
c_14417,0.018878445038454872,-496.77447522123964,0.04828168366675371,0.06552184669452864,0.27511956217706407,0.06515674192670928,0.37670763021082254,0.06549632841566351,0.002936769276857376,0.27378518848586914,0.06139308732442739
c_14435,-0.02291501971787438,-71.65185517206132,0.014528946583973414,0.018228236131060893,0.3121415602690893,0.05005386180635085,0.1892878884195859,0.01801199914431654,0.002138559240847826,0.31192579695463746,0.05009542696490765
c_14471,0.03215991128966668,-1046.1616523517102,0.03649847791439608,0.04899140030940271,0.48113994525463544,0.0619501286385471,0.6263648565019897,0.044625229791021306,0.0015139550669118762,0.4822462833823945,0.06035280190973569
c_14820,0.1591538271098535,-17.652488340932635,0.06403149313062982,0.09759830258591538,-0.04218769084938754,-0.01874348275476878,0.9739163108966307,0.09843437896040558,0.022598201408982277,-0.04233739969308804,-0.018992138263966174
c_14855,0.34409008867452995,-110.1800701592047,0.04056243295092253,0.05301133680129972,0.3823567893378864,0.09493753631375512,0.21949705306464598,0.04529300042602047,0.0050275372341275215,0.38154857132196146,0.09179508067053621
c_14886,0.3065709137089426,-46.893109973458714,0.03636491436348205,0.04551734045009032,0.3866456325398408,0.03169424510130292,1.0806054186923943,0.046925170457438097,0.0065771895460784435,0.3839537776241424,0.03108611198964306
c_1494,-0.00549826159549259,-1035.5692577485927,0.05727300776519073,0.07975170276221352,0.030810236200592284,-3.1259534491136147,0.0443513511821857,0.07906002292852038,0.002477084519341588,0.029468826632488655,-3.3388955604745565
c_14964,-0.35593729647976824,-1047.1045302540297,0.15076650535746458,0.18551435521351664,-0.07586142015428926,-0.9930332795114625,0.19830567130769014,0.1769553210712143,0.005730271805077791,-0.07343616220318624,-0.9776533449314948
c_15030,-0.32415788602281104,-479.29646638347947,0.17074596928359284,0.2042110726171088,0.20903169092224894,-0.05182305708930279,0.5019889893353909,0.12886682900422206,0.009318039752542973,0.21079981470814643,-0.06035894571308531
c_15035,0.011835568125192642,-40362.72729866736,0.0655196501279985,0.40445759095423117,,,0.0,0.4041243291018966,0.002013155724853277,,
c_15072,0.06774877884794253,-1024.198901141953,0.09289444529316203,0.17958309007083745,-0.1771019704429975,-0.7239975151810951,0.2563722834457165,0.17179641791412945,0.00560868950560689,-0.18569724875487686,-0.7494330543713044
c_15179,0.46185731345940023,-63.254698691021275,0.09517838386073053,0.11078316189108345,0.3576755445522935,0.07466520871537063,0.5120611693360962,0.08955394369948151,0.013820421881973743,0.3572563719375,0.08604193814575212
c_15235,0.36779538978462023,-109.81241271358597,0.031931787527781356,0.03940849019896597,0.40341514558464553,0.04970511738336747,0.5907871826263746,0.039915590791719684,0.003743652952834964,0.40299254782356914,0.04969948703156757
c_15282,0.009113209842571808,-196.95285971565497,0.1540373464989789,0.19395745822118937,-0.10142874053531721,-19.63376276398113,0.044659153669236215,0.1903965149316179,0.013785597868263721,-0.10483389337616465,-19.12538383683984
c_15420,0.36385410144776353,-523.2612450662956,0.192561622363,0.23168918723497012,0.07572852685953,-1.5481975740599885,0.1777846568114662,0.2326025841961158,0.01011886727064848,0.07655900469253824,-1.5115656962901665
c_15446,0.051805957428765814,-4613.869327286107,0.02477523422456424,0.09182058184637583,,,0.0,0.09185700775343594,0.001351637882180512,,
c_15486,0.07442829115802024,-260.5516838173251,0.1862358578361847,0.2336133539009536,-0.11240804006769148,-6.258240359325213,0.09797918224168502,0.23289553861521914,0.014445045031607151,-0.10908605711635674,-6.461310231646344
c_15527,0.16876802678323438,-498.4666777889265,0.13319219452747477,0.16006593037838235,0.36221019859925324,0.0639965471200824,0.7702565809195803,0.11719278402920241,0.007162187248468399,0.36219870925379355,0.07062778930613445
c_15555,0.02691990338345675,-363.6846936508078,0.30083085445035457,0.35527605528475464,,,0.0,0.35528130837355854,0.018604036420583725,,
c_15570,0.08184389698335133,-117.59053809260557,0.025757485909884668,0.03310725340850006,0.27915851543894143,0.07361906133264051,0.15492071221667583,0.033144444173200505,0.00304017192684114,0.27915258722692,0.07132201749349809
c_15604,0.15957912860487994,-3653.6832607392203,0.2350821281238451,0.5980944969775057,0.02297005576094171,-156.89207813194417,0.047816023339650786,0.5684021078854146,0.009893384762108326,0.016575410522804063,-159.3744810162829
c_15616,0.08730547474125758,-855.7735410915234,0.04402678116402572,0.06642595390581654,0.20174902258442645,0.019583062272257368,0.2692113324931141,0.056331792350029185,0.0022693672217428684,0.20480942346951622,0.007181561987363527
c_15630,-0.06274481616651188,-7703.7003328300725,0.10442682564017057,0.1358389983770635,-0.08999118107247199,-1.5994038075934172,0.11306281186991692,0.10660368191302083,0.0015475568361580372,-0.09181124699084878,-1.7851831423902658
c_15640,0.24908001775361804,-2013.2479645074243,0.08804459332613497,0.13608962704764593,0.21341849697806275,0.03631250711558631,1.161426249752168,0.13671561893109346,0.003032274777069688,0.2135501799975349,0.035979646365342344
c_15642,0.10688365435772314,-1441.264783974031,0.06358210487135142,0.08330357520571034,0.49462203192993126,-0.09662457370688182,0.07746514660160858,0.08340405190805644,0.0021935177501291037,0.49395730344836797,-0.10989192579113216
c_15647,-0.04170325670673352,-256.02541865496306,0.08123356265300219,0.09697433417277139,0.20837965754399024,-0.0057377106383649235,0.26493143012086157,0.0768951669970099,0.006048793904483318,0.2105641543964436,0.01684443453722151
c_15794,-0.04020064500749699,-50.29654589972111,0.009271484294857935,0.010555862252728872,,,0.0,0.00476745978382072,0.0014738376485183835,,
c_15856,-0.05664234376961021,-319.4136378687867,0.12764548701044967,0.1593344080286187,-0.0577264567275511,-7.672741844268648,0.05841344885789112,0.15676657493357576,0.008901312947273254,-0.05938502667761868,-7.991487769126159
c_16008,0.09107884511786477,-17055.760148437985,0.29151473339665906,0.3370417933651181,0.05306414074193036,-0.8422037527484758,0.35300320553994247,0.1715024471601342,0.0025806878693401814,0.05435665642588424,-0.8831809916564097
c_16048,0.09254883805115101,-591.499747238631,0.08899475356392865,0.11485375069757597,0.1355238013222302,0.014095359641795757,0.9057025586998187,0.10531142907168396,0.004718468990176916,0.13532854659800764,0.009527325022490873
